Invalid Part Number,Неверный артикул,
Select atleast one Social Media from Share on.,Выберите хотя бы одну социальную сеть для публикации,
Invalid Scheduled Time,Недействительное запланированное время,
Length Must be less than 280.,Длина должна быть меньше 280 символов,
Error while POSTING {0},Ошибка при публикации {0},
"Session not valid, Do you want to login?",Сессия недействительна. Хотите войти в систему?,
Session Active,Сессия активна,
Session Not Active. Save doc to login.,Сессия неактивна. Сохраните документ для входа в систему,
Error! Failed to get request token.,Ошибка! Не удалось получить токен запроса,
Invalid {0} or {1},Недействительный {0} или {1},
Error! Failed to get access token.,Ошибка! Не удалось получить токен доступа,
Invalid Consumer Key or Consumer Secret Key,Недействительный ключ потребителя или секретный ключ,
Your Session will be expire in ,Ваша сессия истечет через ,
 days.,дней,
Session is expired. Save doc to login.,Сессия истекла. Сохраните документ для входа в систему,
Error While Uploading Image,Ошибка при загрузке изображения,
You Didn't have permission to access this API,У вас нет прав доступа к этому API,
Valid Upto date cannot be before Valid From date,Дата окончания не может быть раньше даты начала,
Valid From date not in Fiscal Year {0},Дата начала не входит в финансовый год {0},
Valid Upto date not in Fiscal Year {0},Дата окончания не входит в финансовый год {0},
Group Roll No,Номер группы,
Maintain Same Rate Throughout Sales Cycle,Сохранять единую ставку на протяжении всего цикла продаж,
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.","Строка {1}: количество ({0}) не может быть дробным. Чтобы разрешить это, отключите '{2}' в единице измерения {3}",
Must be Whole Number,Должно быть целым числом,
Please setup Razorpay Plan ID,Настройте ID тарифного плана Razorpay,
Contact Creation Failed,Не удалось создать контакт,
Leaves Expired,Отпуска истекли,
Row #{}: {} of {} should be {}. Please modify the account or select a different account.,Строка #{}: {} из {} должно быть {}. Измените счет или выберите другой счет,
Row #{}: Please asign task to a member.,Строка #{}: назначьте задачу участнику,
Process Failed,Процесс не выполнен,
Tally Migration Error,Ошибка переноса данных из Tally,
Please set Warehouse in Woocommerce Settings,Укажите склад в настройках Woocommerce,
Row {0}: Delivery Warehouse ({1}) and Customer Warehouse ({2}) can not be same,Строка {0}: Склад отгрузки ({1}) и склад клиента ({2}) не могут совпадать,
Row {0}: Due Date in the Payment Terms table cannot be before Posting Date,Строка {0}: Срок оплаты в таблице условий оплаты не может быть раньше даты проводки,
Cannot find {} for item {}. Please set the same in Item Master or Stock Settings.,Не удается найти {} для товара {}. Укажите его в карточке товара или настройках склада,
Row #{0}: The batch {1} has already expired.,Строка №{0}: срок годности партии {1} уже истек,
Start Year and End Year are mandatory,Начальный и конечный год обязательны для заполнения,
GL Entry,Проводка в главной книге,
Cannot allocate more than {0} against payment term {1},Невозможно распределить более {0} по условию оплаты {1},
The root account {0} must be a group,Корневой счет {0} должен быть группой,
Shipping rule not applicable for country {0} in Shipping Address,Правило доставки не применимо для страны {0} в адресе доставки,
Get Payments from,Получить платежи от,
Set Shipping Address or Billing Address,Укажите адрес доставки или платежный адрес,
Consultation Setup,Настройка консультаций,
Fee Validity,Срок действия оплаты,
Laboratory Setup,Настройка лаборатории,
Dosage Form,Лекарственная форма,
Records and History,Записи и история,
Patient Medical Record,Медицинская карта пациента,
Rehabilitation,Реабилитация,
Exercise Type,Тип упражнения,
Exercise Difficulty Level,Уровень сложности упражнения,
Therapy Type,Тип терапии,
Therapy Plan,План терапии,
Therapy Session,Сеанс терапии,
Motor Assessment Scale,Шкала оценки двигательной активности,
[Important] [ERPNext] Auto Reorder Errors,[Важно] [ERPNext] Ошибки автоматического заказа,
"Regards,","С уважением,",
The following {0} were created: {1},Созданы следующие {0}: {1},
Work Orders,Производственные заказы,
The {0} {1} created sucessfully,{0} {1} успешно создан,
Work Order cannot be created for following reason: <br> {0},Производственный заказ не может быть создан по следующей причине:<br> {0},
Add items in the Item Locations table,Добавьте товары в таблицу размещения,
Update Current Stock,Обновить текущие остатки,
"{0} Retain Sample is based on batch, please check Has Batch No to retain sample of item",{0} Сохранение образца основано на партии. Установите флажок 'Имеет номер партии' для сохранения образца товара,
Empty,Пусто,
Currently no stock available in any warehouse,В данный момент товар отсутствует на всех складах,
BOM Qty,Количество по спецификации,
Time logs are required for {0} {1},Требуются записи времени для {0} {1},
Total Completed Qty,Всего выполнено,
Qty to Manufacture,Количество для производства,
Social Media Campaigns,Кампании в социальных сетях,
From Date can not be greater than To Date,Дата начала не может быть позже даты окончания,
Please set a Customer linked to the Patient,Укажите клиента связанного с пациентом,
Customer Not Found,Клиент не найден,
Please Configure Clinical Procedure Consumable Item in ,Настройте расходные материалы для клинической процедуры в ,
Missing Configuration,Отсутствует конфигурация,
Out Patient Consulting Charge Item,Тариф консультации амбулаторного пациента,
Inpatient Visit Charge Item,Тариф посещения стационарного пациента,
OP Consulting Charge,Тариф амбулаторной консультации,
Inpatient Visit Charge,Тариф стационарного посещения,
Appointment Status,Статус приема,
Test: ,Тест: ,
Collection Details: ,Детали сбора: ,
{0} out of {1},{0} из {1},
Select Therapy Type,Выберите тип терапии,
{0} sessions completed,{0} сеансов завершено,
{0} session completed,{0} сеанс завершен,
 out of {0},из {0},
Therapy Sessions,Сеансы терапии,
Add Exercise Step,Добавить этап упражнения,
Edit Exercise Step,Изменить этап упражнения,
Patient Appointments,Приемы пациентов,
Item with Item Code {0} already exists,Товар с кодом {0} уже существует,
Registration Fee cannot be negative or zero,Регистрационный взнос не может быть отрицательным или нулевым,
Configure a service Item for {0},Настройте услугу для {0},
Temperature: ,Температура: ,
Pulse: ,Пульс: ,
Respiratory Rate: ,Частота дыхания: ,
BP: ,АД: ,
BMI: ,ИМТ: ,
Note: ,Примечание: ,
Check Availability,Проверить доступность,
Please select Patient first,Сначала выберите пациента,
Please select a Mode of Payment first,Сначала выберите способ оплаты,
Please set the Paid Amount first,Сначала укажите оплаченную сумму,
Not Therapies Prescribed,Терапия не назначена,
There are no Therapies prescribed for Patient {0},Пациенту {0} не назначена терапия,
Appointment date and Healthcare Practitioner are Mandatory,Дата приема и врач обязательны для заполнения,
No Prescribed Procedures found for the selected Patient,Для выбранного пациента не найдено назначенных процедур,
Please select a Patient first,Сначала выберите пациента,
There are no procedure prescribed for ,Нет назначенных процедур для ,
Prescribed Therapies,Назначенная терапия,
Appointment overlaps with ,Прием пересекается с ,
{0} has appointment scheduled with {1} at {2} having {3} minute(s) duration.,У {0} назначен прием с {1} на {2} длительностью {3} мин.,
Appointments Overlapping,Пересечение приемов,
Consulting Charges: {0},Стоимость консультации: {0},
Appointment Cancelled. Please review and cancel the invoice {0},Прием отменен. Просмотрите и отмените счет {0},
Appointment Cancelled.,Прием отменен.,
Fee Validity {0} updated.,Срок действия оплаты {0} обновлен.,
Practitioner Schedule Not Found,Расписание врача не найдено,
{0} is on a Half day Leave on {1},{0} в отпуске на полдня {1},
{0} is on Leave on {1},{0} в отпуске {1},
{0} does not have a Healthcare Practitioner Schedule. Add it in Healthcare Practitioner,{0} не имеет расписания врача. Добавьте его в карточке врача,
Healthcare Service Units,Отделения медицинского обслуживания,
Complete and Consume,Завершить и списать,
Complete {0} and Consume Stock?,Завершить {0} и списать материалы?,
Complete {0}?,Завершить {0}?,
Stock quantity to start the Procedure is not available in the Warehouse {0}. Do you want to record a Stock Entry?,На складе {0} недостаточно материалов для начала процедуры. Хотите создать складскую операцию?,
{0} as on {1},{0} на {1},
Clinical Procedure ({0}):,Клиническая процедура ({0}):,
Please set Customer in Patient {0},Укажите клиента для пациента {0},
Item {0} is not active,Товар {0} неактивен,
Therapy Plan {0} created successfully.,План терапии {0} успешно создан.,
Symptoms: ,Симптомы: ,
No Symptoms,Симптомы отсутствуют,
Diagnosis: ,Диагноз: ,
No Diagnosis,Диагноз отсутствует,
Drug(s) Prescribed.,Назначенные препараты.,
Test(s) Prescribed.,Назначенные анализы.,
Procedure(s) Prescribed.,Назначенные процедуры.,
Counts Completed: {0},Выполнено: {0},
Patient Assessment,Оценка состояния пациента,
Assessments,Оценки,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,"Счета (или группы), по которым ведутся бухгалтерские проводки и остатки.",
Account Name,Название счета,
Inter Company Account,Внутригрупповой счет,
Parent Account,Родительский счет,
Setting Account Type helps in selecting this Account in transactions.,Настройка типа счета помогает в выборе этого счета в операциях.,
Chargeable,Платный,
Rate at which this tax is applied,"Ставка, по которой применяется этот налог",
Frozen,Заблокирован,
"If the account is frozen, entries are allowed to restricted users.","Если счет заблокирован, проводки разрешены только определенным пользователям.",
Balance must be,Баланс должен быть,
Lft,Левый индекс,
Rgt,Правый индекс,
Old Parent,Предыдущий родительский элемент,
Include in gross,Включить в валовую сумму,
Auditor,Аудитор,
Accounting Dimension,Аналитика учета,
Dimension Name,Название аналитики,
Dimension Defaults,Значения аналитики по умолчанию,
Accounting Dimension Detail,Детализация аналитики учета,
Default Dimension,Аналитика по умолчанию,
Mandatory For Balance Sheet,Обязательно для баланса,
Mandatory For Profit and Loss Account,Обязательно для отчета о прибылях и убытках,
Accounting Period,Отчетный период,
Period Name,Название периода,
Closed Documents,Закрытые документы,
Accounts Settings,Настройки учета,
Settings for Accounts,Настройки для учета,
Make Accounting Entry For Every Stock Movement,Создавать проводки при каждом складском перемещении,
Users with this role are allowed to set frozen accounts and create / modify accounting entries against frozen accounts,Пользователи с этой ролью могут блокировать счета и создавать/изменять проводки по заблокированным счетам,
Determine Address Tax Category From,Определять налоговую категорию по адресу,
Over Billing Allowance (%),Допустимое превышение суммы счета (%),
Credit Controller,Кредитный контролер,
Check Supplier Invoice Number Uniqueness,Проверять уникальность номеров счетов поставщика,
Make Payment via Journal Entry,Создать платеж через журнальную запись,
Unlink Payment on Cancellation of Invoice,Отвязать платеж при отмене счета,
Book Asset Depreciation Entry Automatically,Проводить амортизацию автоматически,
Automatically Add Taxes and Charges from Item Tax Template,Автоматически добавлять налоги из налогового шаблона товара,
Automatically Fetch Payment Terms,Автоматически загружать условия оплаты,
Show Payment Schedule in Print,Показывать график платежей при печати,
Currency Exchange Settings,Настройки обмена валют,
Allow Stale Exchange Rates,Разрешить устаревшие курсы валют,
Stale Days,Дни актуальности курса,
Report Settings,Настройки отчетов,
Use Custom Cash Flow Format,Использовать пользовательский формат движения денежных средств,
Allowed To Transact With,Разрешено проводить операции с,
SWIFT number,SWIFT номер,
Branch Code,Код филиала,
Address and Contact,Адрес и контакты,
Address HTML,HTML адреса,
Contact HTML,HTML контактов,
Data Import Configuration,Настройка импорта данных,
Bank Transaction Mapping,Сопоставление банковских операций,
Plaid Access Token,Токен доступа Plaid,
Company Account,Счет компании,
Account Subtype,Подтип счета,
Is Default Account,Счет по умолчанию,
Is Company Account,Корпоративный счет,
Party Details,Реквизиты контрагента,
Account Details,Реквизиты счета,
IBAN,IBAN,
Bank Account No,Номер банковского счета,
Integration Details,Параметры интеграции,
Integration ID,ID интеграции,
Last Integration Date,Дата последней интеграции,
Change this date manually to setup the next synchronization start date,Измените эту дату вручную для установки следующей даты синхронизации,
Mask,Маска,
Bank Account Subtype,Подтип банковского счета,
Bank Account Type,Тип банковского счета,
Bank Guarantee,Банковская гарантия,
Bank Guarantee Type,Тип банковской гарантии,
Receiving,Получение,
Providing,Предоставление,
Reference Document Name,Название документа-основания,
Validity in Days,Срок действия в днях,
Bank Account Info,Информация о банковском счете,
Clauses and Conditions,Условия и положения,
Other Details,Дополнительная информация,
Bank Guarantee Number,Номер банковской гарантии,
Name of Beneficiary,Имя бенефициара,
Margin Money,Гарантийное обеспечение,
Charges Incurred,Понесенные расходы,
Fixed Deposit Number,Номер депозита,
Account Currency,Валюта счета,
Select the Bank Account to reconcile,Выберите банковский счет для сверки,
Include Reconciled Entries,Включить сверенные записи,
Get Payment Entries,Получить платежные операции,
Payment Entries,Платежные операции,
Update Clearance Date,Обновить дату проводки,
Bank Reconciliation Detail,Детали банковской сверки,
Cheque Number,Номер чека,
Cheque Date,Дата чека,
Statement Header Mapping,Сопоставление заголовков выписки,
Statement Headers,Заголовки выписки,
Transaction Data Mapping,Сопоставление данных операций,
Mapped Items,Сопоставленные элементы,
Bank Statement Settings Item,Настройки банковской выписки,
Mapped Header,Сопоставленный заголовок,
Bank Header,Заголовок банка,
Bank Statement Transaction Entry,Операция банковской выписки,
Bank Transaction Entries,Банковские операции,
New Transactions,Новые операции,
Match Transaction to Invoices,Сопоставить операцию со счетами,
Create New Payment/Journal Entry,Создать платеж/проводку,
Submit/Reconcile Payments,Провести/сверить платежи,
Matching Invoices,Сопоставление счетов,
Payment Invoice Items,Элементы счета на оплату,
Reconciled Transactions,Сверенные операции,
Bank Statement Transaction Invoice Item,Элемент счета в банковской выписке,
Payment Description,Описание платежа,
Invoice Date,Дата счета,
invoice,счет,
Bank Statement Transaction Payment Item,Элемент платежа в банковской выписке,
outstanding_amount,неоплаченная_сумма,
Payment Reference,Референс платежа,
Bank Statement Transaction Settings Item,Настройки операций банковской выписки,
Bank Data,Банковские данные,
Mapped Data Type,Тип сопоставленных данных,
Mapped Data,Сопоставленные данные,
Bank Transaction,Банковская операция,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
Transaction ID,ID операции,
Unallocated Amount,Нераспределенная сумма,
Field in Bank Transaction,Поле банковской операции,
Column in Bank File,Столбец в банковском файле,
Bank Transaction Payments,Платежи по банковским операциям,
Control Action,Действие контроля,
Applicable on Material Request,Применимо к заявке на материалы,
Action if Annual Budget Exceeded on MR,Действие при превышении годового бюджета по заявке,
Warn,Предупреждать,
Ignore,Игнорировать,
Action if Accumulated Monthly Budget Exceeded on MR,Действие при превышении месячного бюджета по заявке,
Applicable on Purchase Order,Применимо к заказу на закупку,
Action if Annual Budget Exceeded on PO,Действие при превышении годового бюджета по заказу,
Action if Accumulated Monthly Budget Exceeded on PO,Действие при превышении накопленного месячного бюджета по заказу,
Applicable on booking actual expenses,Применимо к фактическим расходам,
Action if Annual Budget Exceeded on Actual,Действие при превышении годового бюджета по факту,
Action if Accumulated Monthly Budget Exceeded on Actual,Действие при превышении накопленного месячного бюджета по факту,
Budget Accounts,Бюджетные счета,
Budget Account,Бюджетный счет,
Budget Amount,Бюджетная сумма,
C-Form,C-Form,
C-Form No,Номер C-Form,
Received Date,Дата получения,
Quarter,Квартал,
C-Form Invoice Detail,Детали счета C-Form,
Invoice No,Номер счета,
Cash Flow Mapper,Настройка движения денежных средств,
Section Name,Название раздела,
Section Header,Заголовок раздела,
Section Leader,Руководитель раздела,
e.g Adjustments for:,Например корректировки для:,
Section Subtotal,Подытог раздела,
Section Footer,Итог раздела,
Cash Flow Mapping,Сопоставление денежных потоков,
Select Maximum Of 1,Выберите не более 1,
Is Finance Cost,Является финансовыми затратами,
Is Working Capital,Является оборотным капиталом,
Is Finance Cost Adjustment,Является корректировкой финансовых затрат,
Is Income Tax Liability,Является обязательством по налогу на прибыль,
Is Income Tax Expense,Является расходом по налогу на прибыль,
Cash Flow Mapping Accounts,Счета движения денежных средств,
account,счет,
Cash Flow Mapping Template,Шаблон движения денежных средств,
Cash Flow Mapping Template Details,Детали шаблона движения денежных средств,
Custody,Ответственное хранение,
Net Amount,Чистая сумма,
Cashier Closing Payments,Закрытие кассовой смены,
Chart of Accounts Importer,Импорт плана счетов,
Import Chart of Accounts from a csv file,Импорт плана счетов из CSV-файла,
Attach custom Chart of Accounts file,Прикрепить файл плана счетов,
Chart Preview,Предпросмотр схемы,
Chart Tree,Дерево счетов,
Cheque Print Template,Шаблон печати чека,
Has Print Format,Имеет формат печати,
Primary Settings,Основные настройки,
Cheque Size,Размер чека,
Regular,Стандартный,
Starting position from top edge,Отступ от верхнего края,
Cheque Width,Ширина чека,
Cheque Height,Высота чека,
Scanned Cheque,Отсканированный чек,
Is Account Payable,Является кредиторской задолженностью,
Distance from top edge,Отступ от верхнего края,
Distance from left edge,Отступ от левого края,
Message to show,Отображаемое сообщение,
Date Settings,Настройки даты,
Starting location from left edge,Отступ от левого края,
Payer Settings,Настройки плательщика,
Width of amount in word,Ширина суммы прописью,
Line spacing for amount in words,Межстрочный интервал для суммы прописью,
Amount In Figure,Сумма цифрами,
Signatory Position,Должность подписанта,
Closed Document,Закрытый документ,
Track separate Income and Expense for product verticals or divisions,Учет доходов и расходов по продуктовым направлениям или подразделениям,
Cost Center Name,Название центра затрат,
Parent Cost Center,Родительский центр затрат,
lft,Левый индекс,
rgt,Правый индекс,
Coupon Code,Код купона,
Coupon Name,Название купона,
"e.g. ""Summer Holiday 2019 Offer 20""",Например: Летняя акция 2019 Скидка 20,
Coupon Type,Тип купона,
Promotional,Рекламный,
Gift Card,Подарочная карта,
unique e.g. SAVE20  To be used to get discount,Уникальный код для получения скидки (например SAVE20),
Validity and Usage,Срок действия и использование,
Valid From,Действует с,
Valid Upto,Действует по,
Maximum Use,Максимальное количество использований,
Used,Использовано,
Coupon Description,Описание купона,
Discounted Invoice,Счет со скидкой,
Debit to,Дебет счета,
Exchange Rate Revaluation,Переоценка курсов валют,
Get Entries,Получить проводки,
Exchange Rate Revaluation Account,Счет переоценки валют,
Total Gain/Loss,Общая прибыль/убыток,
Balance In Account Currency,Баланс в валюте счета,
Current Exchange Rate,Текущий курс валюты,
Balance In Base Currency,Баланс в базовой валюте,
New Exchange Rate,Новый курс валюты,
New Balance In Base Currency,Новый баланс в базовой валюте,
Gain/Loss,Прибыль/убыток,
**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.,**Финансовый год** - это отчетный период. Все бухгалтерские проводки и основные операции учитываются в рамках **Финансового года**.,
Year Name,Название года,
"For e.g. 2012, 2012-13",Например: 2012 или 2012-13,
Year Start Date,Дата начала года,
Year End Date,Дата окончания года,
Companies,Компании,
Auto Created,Создано автоматически,
Stock User,Пользователь склада,
Fiscal Year Company,Компания финансового года,
Debit Amount,Сумма по дебету,
Credit Amount,Сумма по кредиту,
Debit Amount in Account Currency,Сумма по дебету в валюте счета,
Credit Amount in Account Currency,Сумма по кредиту в валюте счета,
Voucher Detail No,Номер детализации ваучера,
Is Opening,Является начальным,
Is Advance,Является авансом,
To Rename,Переименовать,
GST Account,Счет GST,
CGST Account,Счет CGST,
SGST Account,Счет SGST,
IGST Account,Счет IGST,
CESS Account,Счет CESS,
Loan Start Date,Дата начала кредита,
Loan Period (Days),Срок кредита (дни),
Loan End Date,Дата окончания кредита,
Bank Charges,Банковская комиссия,
Short Term Loan Account,Счет краткосрочных кредитов,
Bank Charges Account,Счет банковских комиссий,
Accounts Receivable Credit Account,Счет кредита дебиторской задолженности,
Accounts Receivable Discounted Account,Счет дебиторской задолженности со скидкой,
Accounts Receivable Unpaid Account,Счет неоплаченной дебиторской задолженности,
Item Tax Template,Шаблон налогообложения товара,
Tax Rates,Налоговые ставки,
Item Tax Template Detail,Детали шаблона налогообложения товара,
Entry Type,Тип проводки,
Inter Company Journal Entry,Внутригрупповая проводка,
Bank Entry,Банковская проводка,
Cash Entry,Кассовая проводка,
Credit Card Entry,Проводка по кредитной карте,
Contra Entry,Контр-проводка,
Excise Entry,Акцизная проводка,
Write Off Entry,Проводка списания,
Opening Entry,Начальная проводка,
Accounting Entries,Бухгалтерские проводки,
Total Debit,Итого по дебету,
Total Credit,Итого по кредиту,
Difference (Dr - Cr),Разница (Дебет - Кредит),
Make Difference Entry,Создать проводку разницы,
Total Amount Currency,Итоговая сумма в валюте,
Total Amount in Words,Итоговая сумма прописью,
Remark,Примечание,
Paid Loan,Погашенный кредит,
Inter Company Journal Entry Reference,Ссылка на внутригрупповую проводку,
Write Off Based On,Основание для списания,
Get Outstanding Invoices,Получить неоплаченные счета,
Write Off Amount,Сумма списания,
Printing Settings,Настройки печати,
Pay To / Recd From,Оплачено/получено от,
Payment Order,Платежное поручение,
Subscription Section,Раздел подписки,
Journal Entry Account,Счет журнальной проводки,
Account Balance,Остаток по счету,
Party Balance,Баланс контрагента,
Accounting Dimensions,Аналитики учета,
If Income or Expense,Для доходов или расходов,
Exchange Rate,Обменный курс,
Debit in Company Currency,Дебет в валюте компании,
Credit in Company Currency,Кредит в валюте компании,
Payroll Entry,Зарплатная проводка,
Employee Advance,Аванс сотрудника,
Reference Due Date,Плановая дата оплаты,
Loyalty Program Tier,Уровень программы лояльности,
Redeem Against,Погасить за счет,
Expiry Date,Срок действия,
Loyalty Point Entry Redemption,Погашение баллов лояльности,
Redemption Date,Дата погашения,
Redeemed Points,Погашенные баллы,
Loyalty Program Name,Название программы лояльности,
Loyalty Program Type,Тип программы лояльности,
Single Tier Program,Одноуровневая программа,
Multiple Tier Program,Многоуровневая программа,
Customer Territory,Территория клиента,
Auto Opt In (For all customers),Автоподключение (для всех клиентов),
Collection Tier,Уровень накопления,
Collection Rules,Правила накопления,
Redemption,Погашение,
Conversion Factor,Коэффициент конвертации,
1 Loyalty Points = How much base currency?,1 балл лояльности = сколько в базовой валюте?,
Expiry Duration (in days),Срок действия (в днях),
Help Section,Справка,
Loyalty Program Help,Справка по программе лояльности,
Loyalty Program Collection,Накопление баллов лояльности,
Tier Name,Название уровня,
Minimum Total Spent,Минимальная сумма покупок,
Collection Factor (=1 LP),Коэффициент накопления (=1 балл),
For how much spent = 1 Loyalty Point,Сколько нужно потратить для 1 балла,
Mode of Payment Account,Счет способа оплаты,
Default Account,Счет по умолчанию,
Default account will be automatically updated in POS Invoice when this mode is selected.,Счет по умолчанию будет автоматически обновлен в чеке ККМ при выборе этого способа,
**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,**Помесячное распределение** помогает распределить бюджет/план по месяцам с учетом сезонности бизнеса,
Distribution Name,Название распределения,
Name of the Monthly Distribution,Название помесячного распределения,
Monthly Distribution Percentages,Проценты помесячного распределения,
Monthly Distribution Percentage,Процент помесячного распределения,
Percentage Allocation,Распределение процентов,
Create Missing Party,Создать отсутствующего контрагента,
Create missing customer or supplier.,Создать отсутствующего клиента или поставщика,
Opening Invoice Creation Tool Item,Инструмент создания начального счета,
Temporary Opening Account,Временный начальный счет,
Party Account,Счет контрагента,
Type of Payment,Тип платежа,
Receive,Получить,
Internal Transfer,Внутренний перевод,
Payment Order Status,Статус платежного поручения,
Payment Ordered,Платеж заказан,
Payment From / To,Платеж от/кому,
Company Bank Account,Банковский счет компании,
Party Bank Account,Банковский счет контрагента,
Account Paid From,Счет списания,
Account Paid To,Счет зачисления,
Paid Amount (Company Currency),Оплаченная сумма в валюте компании,
Received Amount,Полученная сумма,
Received Amount (Company Currency),Полученная сумма в валюте компании,
Get Outstanding Invoice,Получить неоплаченные счета,
Payment References,Платежные реквизиты,
Writeoff,Списание,
Total Allocated Amount,Итого распределено,
Total Allocated Amount (Company Currency),Итого распределено в валюте компании,
Set Exchange Gain / Loss,Установить курсовую разницу,
Difference Amount (Company Currency),Разница в валюте компании,
Write Off Difference Amount,Списать разницу,
Deductions or Loss,Вычеты или убытки,
Payment Deductions or Loss,Вычеты или убытки по платежу,
Cheque/Reference Date,Дата чека/документа,
Payment Entry Deduction,Вычет по платежу,
Payment Entry Reference,Ссылка на платеж,
Allocated,Распределено,
Payment Gateway Account,Счет платежного шлюза,
Payment Account,Платежный счет,
Default Payment Request Message,Сообщение платежного запроса по умолчанию,
Payment Order Type,Тип платежного поручения,
Payment Order Reference,Ссылка на платежное поручение,
Bank Account Details,Реквизиты банковского счета,
Payment Reconciliation,Сверка платежей,
Receivable / Payable Account,Счет дебиторской/кредиторской задолженности,
Bank / Cash Account,Банковский/кассовый счет,
From Invoice Date,Дата счета с,
To Invoice Date,Дата счета по,
Minimum Invoice Amount,Минимальная сумма счета,
Maximum Invoice Amount,Максимальная сумма счета,
System will fetch all the entries if limit value is zero.,Система получит все записи если лимит равен нулю,
Get Unreconciled Entries,Получить несверенные записи,
Unreconciled Payment Details,Детали несверенных платежей,
Invoice/Journal Entry Details,Детали счета/проводки,
Payment Reconciliation Invoice,Счет сверки платежей,
Invoice Number,Номер счета,
Payment Reconciliation Payment,Платеж сверки платежей,
Reference Row,Ссылочная строка,
Allocated amount,Распределенная сумма,
Payment Request Type,Тип платежного запроса,
Outward,Исходящий,
Inward,Входящий,
Transaction Details,Детали операции,
Amount in customer's currency,Сумма в валюте клиента,
Is a Subscription,Является подпиской,
Transaction Currency,Валюта операции,
Subscription Plans,Планы подписки,
SWIFT Number,Номер SWIFT,
Recipient Message And Payment Details,Сообщение получателю и платежные реквизиты,
Make Sales Invoice,Создать счет продажи,
Mute Email,Отключить email-уведомления,
payment_url,payment_url,
Payment Gateway Details,Детали платежного шлюза,
Payment Schedule,График платежей,
Invoice Portion,Часть счета,
Payment Amount,Сумма платежа,
Payment Term Name,Название условия оплаты,
Due Date Based On,Дата оплаты на основе,
Day(s) after invoice date,Дней после даты счета,
Day(s) after the end of the invoice month,Дней после окончания месяца счета,
Month(s) after the end of the invoice month,Месяцев после окончания месяца счета,
Credit Days,Дней отсрочки,
Credit Months,Месяцев отсрочки,
Allocate Payment Based On Payment Terms,Распределить платеж по условиям оплаты,
"If this checkbox is checked, paid amount will be splitted and allocated as per the amounts in payment schedule against each payment term",При установке флажка сумма платежа будет разделена согласно графику платежей для каждого условия оплаты,
Payment Terms Template Detail,Шаблон условий оплаты,
Closing Fiscal Year,Закрытие финансового года,
Closing Account Head,Счет закрытия периода,
"The account head under Liability or Equity, in which Profit/Loss will be booked",Счет в разделе обязательств или капитала для отражения прибыли/убытка,
POS Customer Group,Группа клиентов ККМ,
POS Field,Поле ККМ,
POS Item Group,Товарная группа ККМ,
Company Address,Адрес компании,
Update Stock,Обновить остатки,
Ignore Pricing Rule,Игнорировать правило цен,
Applicable for Users,Применимо к пользователям,
Sales Invoice Payment,Оплата счета продажи,
Item Groups,Товарные группы,
Only show Items from these Item Groups,Показывать товары только из этих групп,
Customer Groups,Группы клиентов,
Only show Customer of these Customer Groups,Показывать клиентов только из этих групп,
Write Off Account,Счет списания,
Write Off Cost Center,Центр затрат списания,
Account for Change Amount,Счет для сдачи,
Taxes and Charges,Налоги и сборы,
Apply Discount On,Применить скидку к,
POS Profile User,Пользователь профиля ККМ,
Apply On,Применить к,
Price or Product Discount,Скидка на цену или товар,
Apply Rule On Item Code,Применить правило к коду товара,
Apply Rule On Item Group,Применить правило к группе товаров,
Apply Rule On Brand,Применить правило к бренду,
Mixed Conditions,Смешанные условия,
Conditions will be applied on all the selected items combined. ,Условия будут применены ко всем выбранным элементам совместно,
Is Cumulative,Накопительный,
Coupon Code Based,На основе купона,
Discount on Other Item,Скидка на другой товар,
Apply Rule On Other,Применить правило к другим,
Party Information,Информация о контрагенте,
Quantity and Amount,Количество и сумма,
Min Qty,Мин. количество,
Max Qty,Макс. количество,
Min Amt,Мин. сумма,
Max Amt,Макс. сумма,
Period Settings,Настройки периода,
Margin,Наценка,
Margin Type,Тип наценки,
Margin Rate or Amount,Процент или сумма наценки,
Price Discount Scheme,Схема скидок на цены,
Rate or Discount,Цена или скидка,
Discount Percentage,Процент скидки,
Discount Amount,Сумма скидки,
For Price List,Для прайс-листа,
Product Discount Scheme,Схема товарных скидок,
Same Item,Тот же товар,
Free Item,Бесплатный товар,
Threshold for Suggestion,Порог для предложения,
System will notify to increase or decrease quantity or amount ,Система уведомит об изменении количества или суммы,
"Higher the number, higher the priority",Чем выше число тем выше приоритет,
